event,event_datetime,market_group,market,selection,player_number,player_name,line,option,odds
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Alfie Jones,3,Alfie Jones,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amar Dedic,7,Amar Dedic,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Esmir Bajraktarevic,20,Esmir Bajraktarevic,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Joel Waterman,5,Joel Waterman,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Promise David,24,Promise David,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Samed Bazdar,9,Samed Bazdar,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nidal Celik,24,Nidal Celik,1+,1+,1.40
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jonathan David,10,Jonathan David,1+,1+,1.44
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jonathan Osorio,21,Jonathan Osorio,1+,1+,1.44
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jovo Lukic,25,Jovo Lukic,1+,1+,1.44
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Moise Bombito,15,Moise Bombito,1+,1+,1.44
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tarik Muharemovic,4,Tarik Muharemovic,1+,1+,1.44
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amar Memic,15,Amar Memic,1+,1+,1.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Edin Dzeko,11,Edin Dzeko,1+,1+,1.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Niko Sigur,23,Niko Sigur,1+,1+,1.57
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ivan Sunjic,14,Ivan Sunjic,2+,2+,1.36
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,2+,2+,1.40
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ermedin Demirovic,10,Ermedin Demirovic,2+,2+,1.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Haris Tabakovic,23,Haris Tabakovic,2+,2+,1.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Stephen Eustaquio,7,Stephen Eustaquio,2+,2+,1.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Benjamin Tahirovic,6,Benjamin Tahirovic,2+,2+,1.61
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ivan Basic,13,Ivan Basic,2+,2+,1.61
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Sead Kolasinac,5,Sead Kolasinac,2+,2+,1.66
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nikola Katic,18,Nikola Katic,2+,2+,1.72
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tajon Buchanan,17,Tajon Buchanan,2+,2+,1.80
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Cyle Larin,9,Cyle Larin,2+,2+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Dennis Hadzikadunic,3,Dennis Hadzikadunic,2+,2+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Derek Cornelius,13,Derek Cornelius,2+,2+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ismael Kone,8,Ismael Kone,2+,2+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Luc De Fougerolles,4,Luc De Fougerolles,2+,2+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Richie Laryea,22,Richie Laryea,2+,2+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Stjepan Radeljic,21,Stjepan Radeljic,2+,2+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ali Ahmed,20,Ali Ahmed,2+,2+,1.90
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Alistair Johnston,2,Alistair Johnston,2+,2+,2.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Armin Gigovic,8,Armin Gigovic,2+,2+,2.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Mathieu Choiniere,6,Mathieu Choiniere,2+,2+,2.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amir Hadziahmetovic,16,Amir Hadziahmetovic,2+,2+,2.10
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jacob Shaffelburg,14,Jacob Shaffelburg,2+,2+,2.10
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jayden Nelson,26,Jayden Nelson,2+,2+,2.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Liam Millar,11,Liam Millar,2+,2+,2.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nihad Mujakic,2,Nihad Mujakic,2+,2+,2.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Dzenis Burnic,17,Dzenis Burnic,2+,2+,2.37
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ermin Mahmic,26,Ermin Mahmic,2+,2+,2.37
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Kerim Alajbegovic,19,Kerim Alajbegovic,2+,2+,2.37
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tani Oluwaseyi,12,Tani Oluwaseyi,2+,2+,2.37
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Alfie Jones,3,Alfie Jones,2+,2+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amar Dedic,7,Amar Dedic,2+,2+,2.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Esmir Bajraktarevic,20,Esmir Bajraktarevic,2+,2+,2.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Joel Waterman,5,Joel Waterman,2+,2+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Promise David,24,Promise David,2+,2+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Samed Bazdar,9,Samed Bazdar,2+,2+,2.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nidal Celik,24,Nidal Celik,2+,2+,2.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jonathan David,10,Jonathan David,2+,2+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jonathan Osorio,21,Jonathan Osorio,2+,2+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jovo Lukic,25,Jovo Lukic,2+,2+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Moise Bombito,15,Moise Bombito,2+,2+,3.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tarik Muharemovic,4,Tarik Muharemovic,2+,2+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amar Memic,15,Amar Memic,2+,2+,3.40
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Edin Dzeko,11,Edin Dzeko,2+,2+,3.40
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Niko Sigur,23,Niko Sigur,2+,2+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ivan Sunjic,14,Ivan Sunjic,3+,3+,2.10
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,3+,3+,2.20
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ermedin Demirovic,10,Ermedin Demirovic,3+,3+,2.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Haris Tabakovic,23,Haris Tabakovic,3+,3+,2.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Stephen Eustaquio,7,Stephen Eustaquio,3+,3+,2.37
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Benjamin Tahirovic,6,Benjamin Tahirovic,3+,3+,2.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ivan Basic,13,Ivan Basic,3+,3+,3.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Sead Kolasinac,5,Sead Kolasinac,3+,3+,3.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nikola Katic,18,Nikola Katic,3+,3+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tajon Buchanan,17,Tajon Buchanan,3+,3+,3.40
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Cyle Larin,9,Cyle Larin,3+,3+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Dennis Hadzikadunic,3,Dennis Hadzikadunic,3+,3+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Derek Cornelius,13,Derek Cornelius,3+,3+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ismael Kone,8,Ismael Kone,3+,3+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Luc De Fougerolles,4,Luc De Fougerolles,3+,3+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Richie Laryea,22,Richie Laryea,3+,3+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Stjepan Radeljic,21,Stjepan Radeljic,3+,3+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ali Ahmed,20,Ali Ahmed,3+,3+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Alistair Johnston,2,Alistair Johnston,3+,3+,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Armin Gigovic,8,Armin Gigovic,3+,3+,4.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Mathieu Choiniere,6,Mathieu Choiniere,3+,3+,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amir Hadziahmetovic,16,Amir Hadziahmetovic,3+,3+,4.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jacob Shaffelburg,14,Jacob Shaffelburg,3+,3+,4.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jayden Nelson,26,Jayden Nelson,3+,3+,5.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Liam Millar,11,Liam Millar,3+,3+,5.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nihad Mujakic,2,Nihad Mujakic,3+,3+,5.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Dzenis Burnic,17,Dzenis Burnic,3+,3+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ermin Mahmic,26,Ermin Mahmic,3+,3+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Kerim Alajbegovic,19,Kerim Alajbegovic,3+,3+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tani Oluwaseyi,12,Tani Oluwaseyi,3+,3+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Alfie Jones,3,Alfie Jones,3+,3+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amar Dedic,7,Amar Dedic,3+,3+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Esmir Bajraktarevic,20,Esmir Bajraktarevic,3+,3+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Joel Waterman,5,Joel Waterman,3+,3+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Promise David,24,Promise David,3+,3+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Samed Bazdar,9,Samed Bazdar,3+,3+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nidal Celik,24,Nidal Celik,3+,3+,7.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jonathan David,10,Jonathan David,3+,3+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jonathan Osorio,21,Jonathan Osorio,3+,3+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jovo Lukic,25,Jovo Lukic,3+,3+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Moise Bombito,15,Moise Bombito,3+,3+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tarik Muharemovic,4,Tarik Muharemovic,3+,3+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amar Memic,15,Amar Memic,3+,3+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Edin Dzeko,11,Edin Dzeko,3+,3+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Niko Sigur,23,Niko Sigur,3+,3+,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ivan Sunjic,14,Ivan Sunjic,4+,4+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,4+,4+,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ermedin Demirovic,10,Ermedin Demirovic,4+,4+,5.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Haris Tabakovic,23,Haris Tabakovic,4+,4+,5.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Stephen Eustaquio,7,Stephen Eustaquio,4+,4+,4.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Benjamin Tahirovic,6,Benjamin Tahirovic,4+,4+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ivan Basic,13,Ivan Basic,4+,4+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Sead Kolasinac,5,Sead Kolasinac,4+,4+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nikola Katic,18,Nikola Katic,4+,4+,7.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tajon Buchanan,17,Tajon Buchanan,4+,4+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Cyle Larin,9,Cyle Larin,4+,4+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Dennis Hadzikadunic,3,Dennis Hadzikadunic,4+,4+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Derek Cornelius,13,Derek Cornelius,4+,4+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ismael Kone,8,Ismael Kone,4+,4+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Luc De Fougerolles,4,Luc De Fougerolles,4+,4+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Richie Laryea,22,Richie Laryea,4+,4+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Stjepan Radeljic,21,Stjepan Radeljic,4+,4+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ali Ahmed,20,Ali Ahmed,4+,4+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Alistair Johnston,2,Alistair Johnston,4+,4+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Armin Gigovic,8,Armin Gigovic,4+,4+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Mathieu Choiniere,6,Mathieu Choiniere,4+,4+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amir Hadziahmetovic,16,Amir Hadziahmetovic,4+,4+,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jacob Shaffelburg,14,Jacob Shaffelburg,4+,4+,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jayden Nelson,26,Jayden Nelson,4+,4+,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Liam Millar,11,Liam Millar,4+,4+,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nihad Mujakic,2,Nihad Mujakic,4+,4+,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Dzenis Burnic,17,Dzenis Burnic,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ermin Mahmic,26,Ermin Mahmic,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Kerim Alajbegovic,19,Kerim Alajbegovic,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tani Oluwaseyi,12,Tani Oluwaseyi,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Alfie Jones,3,Alfie Jones,4+,4+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amar Dedic,7,Amar Dedic,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Esmir Bajraktarevic,20,Esmir Bajraktarevic,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Joel Waterman,5,Joel Waterman,4+,4+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Promise David,24,Promise David,4+,4+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Samed Bazdar,9,Samed Bazdar,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nidal Celik,24,Nidal Celik,4+,4+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jonathan David,10,Jonathan David,4+,4+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jonathan Osorio,21,Jonathan Osorio,4+,4+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jovo Lukic,25,Jovo Lukic,4+,4+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Moise Bombito,15,Moise Bombito,4+,4+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tarik Muharemovic,4,Tarik Muharemovic,4+,4+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amar Memic,15,Amar Memic,4+,4+,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Edin Dzeko,11,Edin Dzeko,4+,4+,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ivan Sunjic,14,Ivan Sunjic,5+,5+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,5+,5+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ermedin Demirovic,10,Ermedin Demirovic,5+,5+,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Haris Tabakovic,23,Haris Tabakovic,5+,5+,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Stephen Eustaquio,7,Stephen Eustaquio,5+,5+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Benjamin Tahirovic,6,Benjamin Tahirovic,5+,5+,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ivan Basic,13,Ivan Basic,5+,5+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Sead Kolasinac,5,Sead Kolasinac,5+,5+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nikola Katic,18,Nikola Katic,5+,5+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tajon Buchanan,17,Tajon Buchanan,5+,5+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Cyle Larin,9,Cyle Larin,5+,5+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Dennis Hadzikadunic,3,Dennis Hadzikadunic,5+,5+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Derek Cornelius,13,Derek Cornelius,5+,5+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ismael Kone,8,Ismael Kone,5+,5+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Luc De Fougerolles,4,Luc De Fougerolles,5+,5+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Richie Laryea,22,Richie Laryea,5+,5+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Stjepan Radeljic,21,Stjepan Radeljic,5+,5+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ali Ahmed,20,Ali Ahmed,5+,5+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Alistair Johnston,2,Alistair Johnston,5+,5+,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Armin Gigovic,8,Armin Gigovic,5+,5+,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Mathieu Choiniere,6,Mathieu Choiniere,5+,5+,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amir Hadziahmetovic,16,Amir Hadziahmetovic,5+,5+,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jacob Shaffelburg,14,Jacob Shaffelburg,5+,5+,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ivan Sunjic,14,Ivan Sunjic,6+,6+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,6+,6+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ermedin Demirovic,10,Ermedin Demirovic,6+,6+,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Haris Tabakovic,23,Haris Tabakovic,6+,6+,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Stephen Eustaquio,7,Stephen Eustaquio,6+,6+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Richie Laryea,22,Richie Laryea,1+,1+,1.015
